               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 135,            0.046768,            0.046507,                   0,             0.71279,             0.48795,             0.55517,             0.26658,            0.056971,            0.064988,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.046993,            0.047659,                   0,             0.67325,             0.51281,             0.55797,             0.27183,            0.056606,            0.062492,                   0,            0.005545,            0.005545,            0.005545
                 137,             0.04688,            0.046848,                   0,             0.73199,             0.47954,              0.5538,             0.26621,            0.056907,            0.063262,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.047138,            0.046523,                   0,             0.66053,             0.52371,               0.565,             0.27115,            0.056519,            0.062495,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.046685,            0.047194,                   0,             0.69649,             0.49656,             0.54829,             0.25876,            0.057711,            0.064094,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.047115,            0.048188,                   0,             0.70263,             0.49159,             0.55115,             0.26495,            0.056947,            0.063995,                   0,            0.005413,            0.005413,            0.005413
                 141,             0.04679,            0.048412,                   0,             0.67206,              0.5109,             0.55644,             0.26983,            0.057378,            0.062505,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.045293,            0.045073,                   0,             0.65639,             0.51573,             0.54796,             0.26378,            0.057803,            0.063835,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.045486,            0.045125,                   0,             0.68708,             0.50994,              0.5505,             0.26453,            0.057206,            0.063719,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.046009,            0.046737,                   0,              0.6901,             0.50306,             0.55281,             0.26251,            0.056873,             0.06445,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.045999,              0.0467,                   0,             0.69506,             0.50899,             0.56356,             0.26712,            0.056777,            0.063831,                   0,            0.005248,            0.005248,            0.005248
