               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.055928,            0.054765,                   0,             0.66861,             0.45717,             0.51588,             0.23561,            0.059083,            0.062946,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.056075,             0.05487,                   0,             0.66323,             0.46291,             0.51971,             0.24169,             0.05828,            0.062712,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.056945,            0.055356,                   0,             0.67703,              0.4675,             0.52423,             0.24326,            0.058274,            0.062522,                   0,             0.00736,             0.00736,             0.00736
                  82,             0.05574,            0.054797,                   0,             0.70613,             0.45713,             0.53049,             0.24796,            0.057921,            0.062344,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.055243,            0.054864,                   0,             0.67283,             0.46845,             0.52584,             0.24532,             0.05841,            0.062067,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.055462,            0.055217,                   0,             0.66237,             0.47878,             0.52588,             0.24266,            0.058317,            0.062005,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.054422,            0.053193,                   0,             0.64658,              0.4761,             0.52067,               0.237,            0.059156,             0.06224,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.054498,            0.055299,                   0,             0.63642,             0.48429,             0.52802,             0.23263,            0.058515,            0.062369,                   0,            0.007195,            0.007195,            0.007195
                  87,             0.05545,            0.057268,                   0,              0.7032,             0.45258,             0.52315,             0.24311,            0.059072,            0.062182,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.055156,            0.054844,                   0,             0.66291,             0.47782,             0.52839,              0.2495,             0.05765,            0.062666,                   0,            0.007129,            0.007129,            0.007129
                  89,            0.054139,            0.053905,                   0,             0.68222,             0.46902,             0.53171,              0.2362,            0.058849,            0.061482,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.054713,            0.053247,                   0,             0.67079,             0.47413,              0.5263,             0.24007,            0.058926,            0.062522,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.054464,             0.05365,                   0,             0.65402,             0.48433,              0.5262,             0.24645,            0.058108,            0.062299,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.054327,            0.052548,                   0,             0.67494,             0.47304,             0.52847,             0.23858,            0.058934,            0.063115,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.054067,            0.056732,                   0,              0.6617,             0.48432,             0.54088,             0.25183,            0.057642,            0.061605,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.053234,            0.052313,                   0,             0.65239,             0.48681,             0.52954,             0.24409,            0.058483,            0.062191,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.053212,            0.054011,                   0,             0.62617,             0.50763,             0.53363,             0.25165,            0.057838,            0.061987,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.053334,            0.053878,                   0,              0.6588,             0.47304,             0.52571,             0.24668,            0.058966,            0.062878,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.053499,            0.053926,                   0,             0.61232,             0.50899,             0.53201,             0.25011,             0.05784,            0.061801,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.053013,            0.052114,                   0,              0.6181,             0.47763,             0.50052,             0.22633,              0.0613,            0.063329,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.053356,            0.054263,                   0,             0.63698,             0.49235,             0.52212,             0.23708,            0.059006,            0.062888,                   0,            0.006766,            0.006766,            0.006766
                 100,             0.05319,            0.051403,                   0,              0.6781,             0.48279,             0.52897,              0.2459,            0.058377,            0.062491,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.051426,            0.051353,                   0,             0.64713,             0.47935,               0.524,             0.23732,            0.059187,            0.062418,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.052556,            0.052597,                   0,             0.66738,             0.47379,             0.52166,             0.24492,            0.058404,            0.063937,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.052301,            0.052783,                   0,             0.66819,             0.48642,             0.53322,             0.25469,            0.057904,            0.062798,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.052668,            0.052895,                   0,             0.66595,             0.47094,              0.5242,             0.24531,            0.058277,             0.06266,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.052191,            0.051351,                   0,             0.69248,             0.46845,             0.53338,             0.24603,            0.058361,            0.063763,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.051185,            0.051307,                   0,             0.68492,             0.47954,              0.5317,             0.24719,             0.05776,            0.062494,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.051424,            0.051778,                   0,             0.67059,             0.48656,             0.53427,             0.25655,             0.05777,            0.062063,                   0,            0.006502,            0.006502,            0.006502
                 108,             0.05208,            0.051338,                   0,             0.66507,             0.48636,             0.53224,             0.25211,            0.058181,            0.063453,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.051851,            0.051773,                   0,              0.6778,             0.47208,             0.52649,             0.24223,            0.059448,            0.062701,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.051432,            0.050437,                   0,             0.66745,             0.48929,             0.52994,             0.24637,            0.058419,            0.062061,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.051497,            0.051317,                   0,              0.6532,             0.49482,             0.53474,             0.24939,             0.05806,            0.061903,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.051759,             0.05349,                   0,             0.64885,             0.49216,              0.5257,             0.25136,            0.058216,            0.062974,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.051326,            0.053531,                   0,             0.64653,             0.49771,              0.5349,             0.24838,            0.057445,            0.063234,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.051568,            0.051501,                   0,             0.66012,             0.47942,             0.52385,             0.24371,            0.059605,            0.062239,                   0,            0.006271,            0.006271,            0.006271
                 115,            0.050659,            0.053029,                   0,             0.66417,             0.49273,             0.53646,             0.25924,            0.057994,            0.063428,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.051358,            0.049586,                   0,             0.67726,              0.4935,             0.54425,             0.25692,            0.057551,            0.061934,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.050786,             0.04978,                   0,             0.68942,              0.4631,              0.5209,             0.24171,            0.059079,            0.063157,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.050311,            0.048924,                   0,             0.69128,             0.48208,             0.54196,             0.25606,            0.057636,            0.062673,                   0,            0.006139,            0.006139,            0.006139
                 119,             0.05038,            0.050423,                   0,             0.65555,             0.48929,              0.5266,             0.24571,            0.058931,            0.062909,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.049982,            0.050745,                   0,             0.68793,             0.48184,             0.53112,             0.25257,            0.057743,            0.063287,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.049859,            0.051659,                   0,             0.68177,              0.4805,             0.53299,             0.25118,            0.058604,            0.063372,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.049962,            0.051238,                   0,             0.63478,             0.49816,             0.53182,             0.25015,            0.057756,            0.062928,                   0,            0.006007,            0.006007,            0.006007
                 123,             0.04999,             0.04874,                   0,              0.6553,             0.49981,             0.53473,             0.25531,            0.058182,            0.062491,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.050462,            0.049874,                   0,             0.65391,              0.5021,             0.53367,             0.25236,            0.057647,            0.063525,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.048567,             0.04897,                   0,              0.6946,             0.47532,             0.53168,             0.25091,            0.058541,            0.063236,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.049748,            0.050382,                   0,             0.66578,             0.48356,             0.52762,              0.2461,            0.058907,            0.063046,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.049119,            0.049137,                   0,             0.69241,             0.46558,             0.52356,             0.23991,            0.058993,            0.063869,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.048689,            0.049689,                   0,             0.68408,             0.48524,             0.53695,             0.25423,            0.058756,            0.063337,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.048478,            0.049791,                   0,             0.69304,               0.474,             0.53097,             0.25233,            0.058272,            0.063157,                   0,            0.005776,            0.005776,            0.005776
                 130,             0.04927,            0.048998,                   0,              0.6719,             0.49331,              0.5334,             0.25469,            0.058105,            0.063372,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.048932,            0.048877,                   0,             0.65177,             0.50316,             0.52999,               0.254,            0.057706,            0.063231,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.048993,            0.048094,                   0,             0.67785,             0.48489,             0.52833,             0.24897,            0.058615,            0.063734,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.049875,            0.051116,                   0,             0.66548,             0.47839,              0.5179,              0.2492,             0.05865,            0.063893,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.048335,            0.048308,                   0,             0.69175,             0.47725,             0.52751,             0.25133,            0.058567,            0.063256,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.049183,            0.050331,                   0,             0.66127,             0.49025,             0.52999,             0.25076,            0.058248,             0.06358,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.048434,            0.046699,                   0,             0.67899,                 0.5,             0.53996,             0.25939,            0.057543,            0.063683,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.047831,            0.049045,                   0,              0.6536,             0.49331,             0.52405,             0.25024,            0.058322,            0.063648,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.048593,            0.048191,                   0,              0.7023,             0.47323,             0.52703,             0.24911,             0.05795,            0.064156,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.048156,            0.048944,                   0,              0.6902,             0.48528,             0.53319,             0.25648,            0.057601,            0.063535,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.047991,            0.047404,                   0,             0.68041,             0.49216,             0.53373,             0.25669,            0.057916,            0.063969,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.047656,             0.04733,                   0,             0.69665,             0.46864,             0.52567,             0.24479,            0.058985,            0.065262,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.048151,            0.047744,                   0,             0.71058,             0.47094,             0.53164,             0.25412,            0.057606,            0.064373,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.047169,            0.046072,                   0,             0.68212,             0.48298,             0.52926,             0.25027,            0.058284,            0.064498,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.048076,            0.047565,                   0,             0.67712,             0.48585,             0.52537,             0.24902,            0.058571,            0.064146,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.048001,            0.046911,                   0,             0.68944,             0.47572,             0.52657,             0.23991,            0.059711,             0.06413,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.046429,            0.047954,                   0,             0.67158,             0.50438,             0.53889,             0.25908,            0.057959,            0.063782,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.047134,            0.046615,                   0,             0.67419,             0.49774,              0.5301,             0.25582,            0.058182,            0.064088,                   0,            0.005182,            0.005182,            0.005182
